1.000000000000000000e+01 3.450000001063907007e+02 5.000000000000000000e-01
1.000000000000000000e+01 3.000000008246134371e+02 5.000000000000000000e-01
1.000000000000000000e+01 1.454960038025907250e-14 5.000000000000000000e-01
1.156090843399294954e+01 3.450000001063907007e+02 6.078357895219609341e-01
1.319614584103318222e+01 3.450000001063907007e+02 5.720650910657547605e-01
1.760633157517199265e+01 3.450000001063907007e+02 8.016657919618358497e-01
1.760633157517199265e+01 1.548455253071489403e-14 5.306269689172220527e-01
1.000000000000000000e+01 2.700000000000000000e+02 5.000000000000000000e-01
1.156090843399294954e+01 3.000000008246134371e+02 5.599367030981912130e-01
1.319614584103318222e+01 3.000000008246134371e+02 5.349369382315183330e-01
1.760633157517199265e+01 3.000000008246134371e+02 5.226380301812970641e-01
1.000000000000000000e+01 8.999999999999998579e+01 5.000000000000000000e-01
1.000000000000000000e+01 1.800000000000000000e+02 5.429192712563696288e-01
1.760633157517199265e+01 8.999999999999998579e+01 9.230089984279197246e-01
1.760633157517199265e+01 2.700000000000000000e+02 5.966360654494539117e-01
1.760633157517199265e+01 1.800000000000000000e+02 7.644034797550726124e-01
1.158568475834204392e+01 1.187266542344800371e+02 5.764048314474263801e-01
1.158568475834204392e+01 1.212733440482121665e+02 5.171449469156819134e-01
1.317136951668408784e+01 1.212733440482121239e+02 5.172835285356335300e-01
1.317136951668408784e+01 1.187266542344800371e+02 5.716656113511773274e-01
1.000000000000000000e+01 3.442105263821688368e+02 5.000000000000000000e-01
1.000000000000000000e+01 3.434210534092670741e+02 5.000000000000000000e-01
1.000000000000000000e+01 3.426315808370764557e+02 5.000000000000000000e-01
1.000000000000000000e+01 3.418421059113904334e+02 5.000000000000000000e-01
1.000000000000000000e+01 3.410526314574664184e+02 5.000000000000000000e-01
1.000000000000000000e+01 3.402631576043297059e+02 5.000000000000000000e-01
1.000000000000000000e+01 3.394736835301196152e+02 5.000000000000000000e-01
1.000000000000000000e+01 3.386842112399046414e+02 5.000000000000000000e-01
1.000000000000000000e+01 3.378947371473972225e+02 5.000000000000000000e-01
1.000000000000000000e+01 3.371052642799559180e+02 5.000000000000000000e-01
1.000000000000000000e+01 3.363157901385197874e+02 5.000000000000000000e-01
1.000000000000000000e+01 3.355263155235992372e+02 5.000000000000000000e-01
1.000000000000000000e+01 3.347368426075030925e+02 5.000000000000000000e-01
1.000000000000000000e+01 3.339473668950998899e+02 5.000000000000000000e-01
1.000000000000000000e+01 3.331578950899655069e+02 5.000000000000000000e-01
1.000000000000000000e+01 3.323684207483170212e+02 5.000000000000000000e-01
1.000000000000000000e+01 3.315789481208982465e+02 5.000000000000000000e-01
1.000000000000000000e+01 3.307894726715679781e+02 5.000000000000000000e-01
1.000000000000000000e+01 3.299999991753865629e+02 5.000000000000000000e-01
1.000000000000000000e+01 3.292105278883495316e+02 5.000000000000000000e-01
1.000000000000000000e+01 3.284210522256720992e+02 5.000000000000000000e-01
1.000000000000000000e+01 3.276315797491320723e+02 5.000000000000000000e-01
1.000000000000000000e+01 3.268421062824445471e+02 5.000000000000000000e-01
1.000000000000000000e+01 3.260526329164646313e+02 5.000000000000000000e-01
1.000000000000000000e+01 3.252631605206731820e+02 5.000000000000000000e-01
1.000000000000000000e+01 3.244736839835427986e+02 5.000000000000000000e-01
1.000000000000000000e+01 3.236842098423392144e+02 5.000000000000000000e-01
1.000000000000000000e+01 3.228947371181617427e+02 5.000000000000000000e-01
1.000000000000000000e+01 3.221052623819767291e+02 5.000000000000000000e-01
1.000000000000000000e+01 3.213157903331539273e+02 5.000000000000000000e-01
